pair_ID	topics_euclidean_dist	topic0	topic1	topic2	topic3	topic4	topic5	topic6	topic7	topic8	topic9	topic10	topic11	topic12	topic13	topic14	topic15	topic16	topic17	topic18	topic19	topic20	topic21	topic22	topic23	topic24	ttopics_euclidean_dist	ttopic0	ttopic1	ttopic2	ttopic3	ttopic4	ttopic5	ttopic6	ttopic7	ttopic8	ttopic9	ttopic10	ttopic11	ttopic12	ttopic13	ttopic14	ttopic15	ttopic16	ttopic17	ttopic18	ttopic19	ttopic20	ttopic21	ttopic22	ttopic23	ttopic24
3789	0.559240	0.195692	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.377336	0.010000	0.010000	0.010000	0.210812	0.010000	0.010000	0.292456	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.623769	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000	0.310699	0.010000	0.010000	0.469863	0.010000	0.010000	0.010000	0.010000	0.010000	0.264164	0.000000	0.010000	0.010000	0.010000	0.010000	0.010000
3795	0.128841	0.010000	0.010000	0.010000	0.010000	0.120000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000	0.010000	0.010000	0.010000	0.010000	0.000000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.128841	0.010000	0.010000	0.010000	0.000000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.120000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
3797	0.152105	0.010000	0.010000	0.010000	0.010000	0.144000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.115128	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.042237	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.095763	0.010000	0.010000
3799	0.113928	0.010000	0.010000	0.010000	0.010000	0.102857	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.551694	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.339418	0.010000	0.010000	0.010000	0.432275	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000
3800	0.113928	0.010000	0.010000	0.010000	0.010000	0.102857	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.113928	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.102857	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000
3801	0.304285	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.198985	0.000000	0.229137	0.000000	0.000000	0.000000	0.290442	0.000000	0.000000	0.000000	0.209334	0.000000	0.000000	0.000000	0.000000	0.000000	0.201334	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3803	0.050332	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016784	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047451	0.000000	0.000000	0.000000	0.000000	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3804	0.436523	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.308669	0.000000	0.000000	0.000000	0.000000	0.308669	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3805	0.262443	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.157995	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.203995	0.010000	0.010000	0.010000	0.010000	0.010000	0.603638	0.010000	0.010000	0.010000	0.010000	0.447865	0.010000	0.010000	0.010000	0.010000	0.401865	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000
3807	0.297374	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.210275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.210275	0.000000	0.000000	0.000000	0.000000	0.000000	0.641772	0.000000	0.000000	0.000000	0.000000	0.457784	0.000000	0.000000	0.000000	0.000000	0.449784	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3809	0.441098	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.269343	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.346009	0.010000	0.010000	0.010000	0.010000	0.010000	0.093808	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.080000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000
3814	0.007653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005411	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005411	0.000000	0.000000	0.000000	0.000000	0.000000	0.000137	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000097	0.000000	0.000000	0.000000
3820	0.384643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.282715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260811	0.000000	0.000000	0.000000	0.000000	0.000000	0.475123	0.000000	0.000000	0.000000	0.000000	0.000000	0.395144	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.215898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.151626	0.000000	0.000000	0.000000
3821	0.504547	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.382084	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.329513	0.000000	0.000000	0.000000	0.000000	0.000000	0.479800	0.000000	0.000000	0.000000	0.000000	0.000000	0.395240	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.261278	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075676	0.000000	0.000000	0.000000
3823	0.269355	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.163003	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.209003	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.238333	0.010000	0.010000	0.010000	0.010000	0.010000	0.202412	0.010000	0.010000	0.010000	0.102494	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.055918	0.010000	0.010000	0.010000
3825	0.068586	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.048000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.100864	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.081802	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000	0.010000	0.010000	0.010000	0.010000	0.035802	0.010000	0.010000	0.010000
3826	0.718633	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.467233	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.543899	0.010000	0.010000	0.010000	0.010000	0.010000	0.761834	0.010000	0.010000	0.010000	0.010000	0.641356	0.010000	0.010000	0.010000	0.010000	0.316674	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.258014	0.010000	0.010000	0.010000
3827	0.068586	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.048000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.101361	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.081805	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.035805	0.010000	0.010000	0.010000
3828	0.717484	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.466416	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.543083	0.010000	0.010000	0.010000	0.010000	0.010000	0.761801	0.010000	0.010000	0.010000	0.010000	0.641329	0.010000	0.010000	0.010000	0.010000	0.316657	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.258006	0.010000	0.010000	0.010000
3831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000
3834	0.405304	0.000000	0.000000	0.000000	0.252812	0.000000	0.000000	0.000000	0.000000	0.000000	0.058527	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.311339	0.264495	0.000000	0.000000	0.183663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.190330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3836	0.516901	0.000000	0.000000	0.000000	0.028208	0.000000	0.000000	0.000000	0.000000	0.000000	0.389509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.338635	0.000000	0.000000	0.000000	0.032000	0.000000	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3838	0.239523	0.010000	0.010000	0.010000	0.207737	0.010000	0.010000	0.010000	0.010000	0.010000	0.109165	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.113488	0.010000	0.010000	0.102857	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
3839	0.700575	0.010000	0.010000	0.010000	0.270122	0.010000	0.010000	0.010000	0.010000	0.010000	0.554691	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.328568	0.010000	0.010000	0.010000	0.068586	0.010000	0.010000	0.048000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000
3840	0.548726	0.010000	0.010000	0.010000	0.242692	0.010000	0.010000	0.010000	0.010000	0.010000	0.247031	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.423056	0.010000	0.010000	0.010000	0.093808	0.010000	0.010000	0.080000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000
3844	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010000	0.000000	0.000000	0.000000	0.616570	0.435981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.435981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3845	0.253788	0.010000	0.000000	0.010000	0.010000	0.010000	0.010000	0.010000	0.152000	0.010000	0.010000	0.010000	0.010000	0.198000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000	0.010000	0.010000	0.010000	0.259642	0.010000	0.010000	0.000000	0.010000	0.010000	0.010000	0.010000	0.000000	0.010000	0.156939	0.000000	0.010000	0.010000	0.010000	0.000000	0.010000	0.000000	0.010000	0.202939	0.010000	0.000000	0.000000	0.010000	0.010000	0.010000
3846	0.068586	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.048000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.068586	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.048000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000
3847	0.456014	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.342836	0.010000	0.010000	0.010000	0.296836	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.068586	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.048000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000
3852	0.988235	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.598000	0.010000	0.010000	0.010000	0.010000	0.198000	0.010000	0.760000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.260989	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.156940	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.202940	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000
3853	1.060660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3856	0.157295	0.108980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113425	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000791	0.000000	0.000000	0.000559	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000559	0.000000	0.000000	0.000000	0.000000
3857	0.010667	0.010667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007777	0.000000	0.000000	0.003082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007140	0.000000	0.000000	0.000000	0.000000
3860	1.088178	0.904000	0.000000	0.000000	0.000000	0.000000	0.538360	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.277640	0.000000	0.000000	0.360821	0.000000	0.000000	0.296958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.204958	0.000000	0.000000	0.000000	0.000000
3864	1.079219	0.893333	0.000000	0.000000	0.000000	0.000000	0.537886	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.278114	0.000000	0.000000	0.363149	0.000000	0.000000	0.294397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.212620	0.000000	0.000000	0.000000	0.000000
3866	1.165532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.808000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.015181	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.325083	0.000000	0.000000	0.000000	0.521583	0.000000	0.000000	0.000000	0.000000	0.000000	0.808000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3868	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.257760	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.161902	0.000000	0.000000	0.000000	0.200569	0.000000	0.000000	0.000000
3869	0.341853	0.000000	0.000000	0.000000	0.000000	0.245694	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.237694	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.402527	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.288601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.280601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3870	1.187939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.040637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.326114	0.000000	0.000000	0.000000	0.520553	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3871	1.187939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.913684	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.326117	0.000000	0.000000	0.000000	0.520550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.645900	0.000000	0.000000	0.000000	0.200767	0.000000	0.000000	0.000000
3872	1.044607	0.000000	0.000000	0.000000	0.000000	0.245711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.570289	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.742450	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036788	0.000000	0.000000	0.000000	0.521277	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.527398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3873	1.165532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.808000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.006424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.451652	0.000000	0.000000	0.000000	0.000000	0.000000	0.395014	0.808000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.142685	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.808000	0.808000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3882	0.461399	0.372121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.212517	0.000000	0.000000	0.000000	0.171033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.973330	0.154500	0.000000	0.231866	0.000000	0.205706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.862857	0.287928	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3883	1.182111	0.862857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.808000	0.000000	0.000000	0.000000	1.039198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.862857	0.000000	0.000000	0.372765	0.000000	0.443235	0.000000	0.000000
3884	0.358833	0.261699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.245509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.009697	0.179864	0.000000	0.000000	0.000000	0.247759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.862857	0.425710	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3885	0.471405	0.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.942809	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.666667	0.000000	0.000000	0.000000	0.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3886	0.081650	0.080000	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.081650	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.080000	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333
3887	0.335559	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.272220	0.003333	0.003333	0.003333	0.195553	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.550564	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.348918	0.003333	0.003333	0.003333	0.425584	0.003333	0.003333
3892	1.003328	0.746667	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.670000	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.081650	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.080000	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333
3893	0.942809	0.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3895	1.003328	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.670000	0.003333	0.003333	0.003333	0.003333	0.746667	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.855852	0.003333	0.003333	0.670000	0.003333	0.003333	0.312227	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333	0.431107	0.003333	0.003333	0.003333	0.003333	0.003333	0.003333
