@relation 'semeval_preprocessed'
@attribute 'pair_ID' integer
@attribute 'lex_count_sw_s1' numeric
@attribute 'lex_count_sw_s2' numeric
@attribute 'lex_count_sw_dif' numeric
@attribute 'JCN_sum_max' numeric
@attribute 'lex_overlap_rem_0sw' numeric
@attribute 'lex_overlap_rem_1sw' numeric
@attribute 'lex_overlap_rem_2sw' numeric
@attribute 'lex_overlap_rem_3sw' numeric
@attribute 'syn_count_dif_NPs' numeric
@attribute 'syn_count_dif_VPs' numeric
@attribute 'syn_count_dif_PPs' numeric
@attribute 'relatedness_groundtruth' numeric

@data
4990,5,3,2,1000,0.625,0.571,0.571,0.5,0,0,1,4.8
4991,3,4,1,1000,0.714,0.714,0.714,0.667,1,1,0,3.7
4992,3,5,2,1000,0.571,0.5,0.5,0.5,0,0,1,4.9
4996,5,3,2,0.393,0.25,0.143,0.143,0.167,0,0,1,1.0
4997,3,4,1,0.416,0.143,0.143,0.143,0.167,1,1,0,1.1
4998,3,3,0,0.393,0.333,0.2,0.2,0.25,0,0,0,1.0
5000,7,6,1,1000,0.923,0.917,0.917,0.917,0,0,0,3.9
5002,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,4.1
5005,9,4,5,1000,0.467,0.429,0.429,0.429,2,1,2,4.2
5007,7,4,3,1000,0.538,0.5,0.5,0.5,1,0,1,4.4
5010,5,3,2,1000,0.625,0.571,0.571,0.5,0,0,1,4.9
5011,3,4,1,1000,0.714,0.714,0.714,0.667,1,1,0,3.2
5012,3,5,2,1000,0.5,0.429,0.429,0.333,0,0,1,3.8
5014,3,3,0,1000,0.667,0.6,0.6,0.5,0,0,0,3.5
5015,4,3,1,1000,0.429,0.429,0.429,0.333,1,1,0,3.6
5017,3,5,2,1000,0.625,0.571,0.571,0.571,0,0,1,4.9
5018,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.9
5022,3,7,4,1000,0.222,0.222,0.222,0.222,1,0,2,4.1
5023,5,3,2,1000,0.25,0.25,0.25,0.25,1,0,1,3.2
5024,4,5,1,1000,0.25,0.286,0.286,0.286,1,0,0,4.5
5025,3,4,1,1000,0.286,0.286,0.286,0.286,1,0,1,2.7
5026,3,4,1,1000,0.286,0.286,0.286,0.286,1,0,1,2.5
5027,4,3,1,1000,0.286,0.286,0.286,0.286,1,0,1,4.4
5031,4,3,1,1000,0.833,0.833,0.833,0.833,0,0,0,3.3
5032,4,4,0,1000,0.833,0.833,0.833,0.833,0,0,0,3.6
5033,4,4,0,1000,0.667,0.667,0.667,0.667,0,0,0,4.8
5037,5,4,1,1000,0.714,0.714,0.714,0.714,0,0,0,3.7
5039,2,2,0,1000,0.8,0.75,0.75,0.75,0,0,0,4.9
5040,3,2,1,1000,0.667,0.667,0.667,0.667,1,1,0,3.0
5045,3,2,1,1000,0.333,0.2,0.2,0.25,0,0,0,3.7
5046,3,3,0,1000,0.333,0.333,0.333,0.333,1,1,0,2.7
5048,3,5,2,1000,0.625,0.571,0.571,0.5,0,0,1,4.9
5049,4,3,1,1000,0.857,0.833,0.833,0.8,0,0,0,4.2
5050,5,3,2,1000,0.571,0.5,0.5,0.5,0,0,1,5.0
5053,3,4,1,1000,0.429,0.333,0.333,0.333,1,1,0,1.1
5056,3,3,0,1000,0.5,0.4,0.4,0.5,0,0,0,1.0
5058,4,3,1,1000,0.714,0.667,0.667,0.667,1,1,0,3.7
5060,3,4,1,1000,0.714,0.667,0.667,0.667,1,1,0,3.5
5064,3,4,1,1000,0.571,0.5,0.5,0.5,1,1,0,3.4
5072,5,5,0,0.274,0.25,0.143,0.143,0.143,1,0,0,1.1
5073,5,4,1,0.274,0.286,0.167,0.167,0.167,1,0,1,1.0
5074,3,5,2,0.274,0.286,0.167,0.167,0.167,1,0,1,1.0
5078,3,4,1,1000,0.714,0.714,0.714,0.714,1,1,0,3.6
5079,5,3,2,1000,0.375,0.286,0.286,0.286,0,0,1,2.7
5080,3,4,1,1000,0.429,0.429,0.429,0.429,1,1,0,2.3
5081,5,3,2,1000,0.375,0.286,0.286,0.286,0,0,1,1.9
5083,3,3,0,1000,0.667,0.6,0.6,0.6,0,0,0,2.5
5085,4,5,1,1000,0.75,0.75,0.75,0.75,1,0,0,3.5
5086,5,5,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.1
5089,5,4,1,1000,0.444,0.375,0.375,0.375,0,0,0,1.1
5091,5,5,0,0.276,0.333,0.375,0.375,0.375,1,0,0,1.8
5092,4,5,1,1000,0.444,0.375,0.375,0.375,0,0,0,1.9
5096,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,3.6
5097,4,3,1,0.263,0.286,0.167,0.167,0.167,1,0,1,1.0
5100,5,4,1,0.377,0.222,0.125,0.125,0.125,1,1,0,1.0
5102,5,3,2,1000,0.625,0.571,0.571,0.571,0,0,1,4.815
5105,3,4,1,1000,0.714,0.667,0.667,0.667,1,1,0,3.2
5107,4,3,1,1000,0.571,0.5,0.5,0.5,1,1,0,3.985
5109,3,3,0,1000,0.5,0.4,0.4,0.4,0,0,0,3.2
5114,3,2,1,1000,0.833,0.833,0.833,0.833,0,0,0,4.1
5115,2,5,3,0.087,0,0,0,0,2,0,1,1.0
5116,5,3,2,0.087,0,0,0,0,2,0,1,1.0
5117,2,6,4,0.079,0,0,0,0,2,0,2,1.0
5121,4,3,1,1000,0.714,0.667,0.667,0.667,1,1,0,3.7
5123,3,4,1,1000,0.714,0.667,0.667,0.667,1,1,0,2.9
5124,5,3,2,1000,0.429,0.333,0.333,0.333,0,0,1,1.185
5125,3,4,1,1000,0.429,0.333,0.333,0.333,1,1,0,1.1
5127,4,3,1,1000,0.429,0.333,0.333,0.333,1,1,0,1.2
5132,6,5,1,1000,0.8,0.778,0.778,0.778,1,1,0,4.0
5133,4,4,0,1000,0.625,0.571,0.571,0.571,0,0,0,3.6
5134,6,4,2,1000,0.6,0.556,0.556,0.556,1,1,0,3.4
5135,4,5,1,1000,0.75,0.714,0.714,0.714,0,0,0,4.7
5136,5,5,0,1000,0.6,0.556,0.556,0.556,1,1,0,3.1
5137,4,5,1,1000,0.75,0.714,0.714,0.714,0,0,0,4.8
5139,4,3,1,1000,0.75,0.714,0.714,0.714,1,1,0,4.0
5141,3,4,1,1000,0.857,0.833,0.833,0.833,0,0,0,3.6
5142,3,3,0,1000,0.429,0.333,0.333,0.333,1,0,1,1.1
5145,4,3,1,1000,0.375,0.286,0.286,0.286,1,1,1,1.2
5147,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.6
5149,4,4,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.4
5153,4,4,0,0.139,0.286,0.167,0.167,0.167,1,0,0,1.0
5154,4,4,0,0.133,0.286,0.167,0.167,0.167,1,0,0,1.0
5155,4,4,0,0.139,0.286,0.167,0.167,0.167,1,0,0,1.0
5160,5,4,1,1000,0.375,0.429,0.429,0.429,0,0,0,1.1
5161,5,5,0,1000,0.375,0.375,0.375,0.375,0,0,0,1.185
5163,3,6,3,1000,0.3,0.222,0.222,0.222,2,1,1,1.1
5166,5,4,1,1000,0.778,0.778,0.778,0.778,2,1,0,4.1
5167,5,3,2,1000,0.429,0.429,0.429,0.429,0,0,1,4.9
5169,4,5,1,1000,0.25,0.286,0.286,0.286,0,0,0,1.0
5171,3,3,0,1000,0.5,0.6,0.6,0.6,0,0,0,1.3
5175,3,2,1,1000,0.714,0.714,0.714,0.714,1,1,0,3.1
5176,3,5,2,1000,0.625,0.571,0.571,0.571,0,0,1,5.0
5177,4,3,1,1000,0.857,0.833,0.833,0.833,0,0,0,3.6
5178,2,5,3,1000,0.5,0.429,0.429,0.429,0,0,1,4.5
5186,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,0,2.6
5187,4,3,1,0.277,0.286,0.167,0.167,0.167,1,0,1,1.0
5189,4,5,1,0.26,0.125,0,0,0,1,0,0,1.0
5191,3,4,1,0.26,0.25,0.143,0.143,0.143,1,0,1,1.0
5195,2,3,1,0.295,0.2,0.25,0.25,0.25,1,0,0,3.0
5197,2,2,0,0.222,0.25,0.25,0.25,0.25,0,0,0,2.6
5198,3,2,1,0.219,0.4,0.25,0.25,0.25,1,0,0,3.9
5199,3,3,0,0.264,0.2,0.2,0.2,0.2,0,0,0,2.2
5201,8,6,2,1000,0.75,0.727,0.727,0.727,0,0,1,5.0
5204,5,4,1,1000,0.889,0.875,0.875,0.875,0,0,0,3.3
5208,5,4,1,1000,0.444,0.375,0.375,0.375,0,0,0,2.8
5212,2,4,2,1000,0.571,0.667,0.667,0.667,0,0,1,4.5
5215,3,3,0,1000,0,0,0,0,0,0,0,1.5
5216,2,3,1,1000,0,0,0,0,0,0,0,1.1
5219,3,3,0,1000,0.6,0.6,0.6,0.75,0,0,0,4.6
5220,3,4,1,1000,0.667,0.667,0.667,0.667,1,1,0,2.9
5223,3,7,4,1000,0.4,0.333,0.333,0.333,3,0,2,4.3
5225,4,3,1,1000,0.286,0.333,0.333,0.333,1,0,0,3.3
5226,4,4,0,1000,0.429,0.5,0.5,0.5,0,1,0,3.7
5227,4,3,1,1000,0.571,0.5,0.5,0.5,1,0,0,3.9
5231,3,4,1,1000,0.833,0.8,0.8,0.8,0,0,0,3.6
5232,3,3,0,0.116,0.5,0.4,0.4,0.4,1,0,1,3.2
5234,2,3,1,0.079,0.6,0.5,0.5,0.5,0,0,1,3.1
5236,3,3,0,0.152,0.5,0.4,0.4,0.4,1,0,1,2.9
5238,2,3,1,1000,0.833,0.8,0.8,0.8,0,0,0,3.5
5239,5,5,0,1000,0.9,0.889,0.889,0.889,0,0,0,4.4
5242,2,5,3,1000,0.3,0.222,0.222,0.222,2,0,2,3.165
5244,3,5,2,1000,0.3,0.222,0.222,0.222,2,0,2,3.4
5246,5,3,2,1000,0.625,0.571,0.571,0.571,0,0,1,4.7
5247,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.1
5248,4,4,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.2
5249,4,4,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.9
5251,4,3,1,1000,0.5,0.4,0.4,0.4,0,0,1,1.0
5253,3,4,1,1000,0.5,0.4,0.4,0.4,0,0,1,1.7
5254,3,4,1,1000,0.5,0.4,0.4,0.4,0,0,1,1.7
5258,3,4,1,1000,0.833,0.833,0.833,0.833,0,0,0,3.8
5260,3,4,1,1000,0.5,0.5,0.5,0.5,0,0,0,3.7
5261,5,3,2,1000,0.286,0.333,0.333,0.333,0,0,1,4.7
5262,4,3,1,1000,0.429,0.5,0.5,0.5,1,1,0,3.5
5263,3,3,0,1000,0.6,0.6,0.6,0.6,0,0,0,4.6
5264,3,4,1,1000,0.571,0.5,0.5,0.5,1,0,1,3.5
5267,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,2.8
5269,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,2.8
5276,2,2,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.1
5277,4,3,1,1000,0.556,0.5,0.5,0.5,0,0,0,4.7
5278,3,2,1,1000,0.571,0.5,0.5,0.5,0,0,1,3.3
5282,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.5
5288,4,4,0,1000,0.714,0.667,0.667,0.667,0,0,0,4.4
5291,4,2,2,1000,0.714,0.667,0.667,0.667,1,0,0,4.5
5294,4,3,1,1000,0.833,0.8,0.8,0.8,0,0,0,3.935
5296,2,4,2,0.206,0.333,0.2,0.2,0.2,0,0,1,1.0
5298,3,2,1,1000,0.5,0.4,0.4,0.4,0,0,1,1.3
5303,4,3,1,1000,0.857,0.833,0.833,0.833,0,0,0,3.9
5304,5,2,3,1000,0.375,0.286,0.286,0.286,0,0,1,4.6
5306,3,4,1,1000,0.286,0.167,0.167,0.167,0,0,1,4.7
5311,5,3,2,1000,0.625,0.571,0.571,0.571,0,0,1,4.9
5313,3,5,2,1000,0.375,0.286,0.286,0.286,0,0,1,4.3
5314,3,3,0,1000,0.5,0.4,0.4,0.4,0,0,0,3.1
5317,3,3,0,1000,0.667,0.6,0.6,0.6,0,0,0,4.4
5318,5,3,2,1000,0.571,0.5,0.5,0.5,0,0,1,4.8
5319,3,4,1,1000,0.833,0.8,0.8,0.8,0,0,0,4.0
5321,2,3,1,1000,0.8,0.8,0.8,0.8,0,0,0,3.0
5324,2,5,3,1000,0.143,0.167,0.167,0.167,0,0,1,3.8
5325,2,4,2,1000,0.333,0.4,0.4,0.4,0,0,0,3.0
5327,4,4,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.8
5333,4,4,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.4
5334,4,4,0,1000,0.833,0.8,0.8,0.8,1,0,0,3.5
5338,3,3,0,1000,0.8,0.8,0.8,0.8,0,0,0,4.4
5340,6,3,3,1000,0.4,0.444,0.444,0.444,2,0,2,3.0
5341,4,6,2,1000,0.4,0.444,0.444,0.444,2,0,2,3.0
5342,6,3,3,1000,0.444,0.444,0.444,0.444,1,0,2,3.7
5345,3,5,2,1000,0.571,0.5,0.5,0.5,0,0,1,4.9
5346,4,3,1,1000,0.714,0.667,0.667,0.667,1,1,0,3.0
5347,3,5,2,1000,0.625,0.571,0.571,0.571,0,0,1,4.9
5348,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.9
5350,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.7
5351,3,5,2,1000,0.571,0.5,0.5,0.5,0,0,1,4.4
5356,3,5,2,1000,0.571,0.571,0.571,0.571,0,0,1,5.0
5357,3,4,1,1000,0.714,0.714,0.714,0.714,1,1,0,2.7
5358,3,5,2,1000,0.286,0.286,0.286,0.286,0,0,1,4.8
5359,3,4,1,1000,0.429,0.429,0.429,0.429,1,1,0,4.2
5361,3,4,1,1000,0.5,0.6,0.6,0.6,0,0,0,4.2
5362,3,3,0,1000,0.6,0.6,0.6,0.6,0,0,0,5.0
5369,5,3,2,1000,0.429,0.333,0.333,0.333,0,0,1,1.3
5370,3,4,1,1000,0.429,0.333,0.333,0.333,1,1,0,1.1
5372,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.3
5376,3,5,2,0.207,0.25,0.143,0.143,0.167,0,0,1,1.0
5377,4,3,1,0.207,0.286,0.167,0.167,0.2,0,0,0,1.0
5378,3,3,0,0.207,0.333,0.2,0.2,0.2,0,0,0,1.0
5379,4,3,1,0.23,0.143,0.143,0.143,0.143,1,1,0,1.0
5380,3,3,0,0.207,0.333,0.2,0.2,0.2,0,0,0,1.0
5383,5,3,2,1000,0.625,0.571,0.571,0.571,0,0,1,5.0
5384,3,4,1,1000,0.714,0.714,0.714,0.714,1,1,0,4.3
5385,3,5,2,1000,0.5,0.429,0.429,0.429,0,0,1,2.0
5387,5,3,2,1000,0.375,0.286,0.286,0.286,0,0,1,2.9
5389,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.7
5391,5,5,0,1000,0.75,0.714,0.714,0.714,0,0,0,3.4
5393,5,4,1,1000,0.875,0.875,0.875,0.875,0,0,0,3.3
5395,5,5,0,1000,0.375,0.375,0.375,0.375,0,0,0,3.7
5397,5,4,1,1000,0.25,0.286,0.286,0.286,0,0,0,2.5
5398,4,5,1,1000,0.375,0.429,0.429,0.429,0,0,0,4.315
5399,6,4,2,1000,0.556,0.5,0.5,0.5,0,0,1,4.9
5401,4,6,2,1000,0.556,0.5,0.5,0.5,0,0,1,4.9
5404,4,5,1,1000,0.333,0.25,0.25,0.25,1,1,0,1.4
5405,6,4,2,1000,0.222,0.125,0.125,0.125,0,0,1,1.7
5406,5,4,1,1000,0.375,0.286,0.286,0.286,0,0,0,1.9
5407,4,4,0,1000,0.429,0.333,0.333,0.333,0,0,0,2.4
5409,4,3,1,1000,0.833,0.8,0.8,0.8,0,0,0,2.7
5411,4,5,1,1000,0.889,0.889,0.889,0.889,0,0,0,3.2
5414,4,5,1,1000,0.25,0.25,0.25,0.25,0,0,1,3.5
5415,4,4,0,1000,0.375,0.375,0.375,0.375,0,0,0,3.6
5419,3,2,1,1000,0.8,0.75,0.75,0.75,0,0,0,4.3
5420,4,3,1,1000,0.714,0.667,0.667,0.667,1,1,0,4.5
5423,7,3,4,0.38,0.182,0.1,0.1,0.111,2,0,2,1.0
5426,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.8
5427,4,3,1,1000,0.714,0.714,0.714,0.714,1,1,0,3.365
5429,3,4,1,1000,0.833,0.833,0.833,0.833,0,0,0,4.1
5432,3,3,0,1000,0.667,0.8,0.8,0.8,0,0,0,4.8
5434,3,3,0,1000,0.667,0.8,0.8,0.8,0,0,0,4.6
5435,2,2,0,1000,0.6,0.6,0.6,0.6,0,0,0,3.9
5436,2,2,0,1000,0.8,0.8,0.8,0.8,0,0,0,3.5
5437,3,3,0,1000,0.667,0.667,0.667,0.667,0,0,0,5.0
5439,2,3,1,0.094,0.333,0.333,0.333,0.333,0,0,0,3.6
5440,2,4,2,1000,0.5,0.5,0.5,0.5,0,0,0,3.2
5443,3,2,1,1000,0.6,0.6,0.6,0.6,0,0,0,3.2
5446,2,4,2,1000,0.571,0.5,0.5,0.5,0,0,1,5.0
5447,2,3,1,1000,0.833,0.8,0.8,0.8,0,0,0,3.3
5449,2,3,1,1000,0.667,0.6,0.6,0.6,0,0,0,3.6
5455,3,5,2,1000,0.625,0.571,0.571,0.571,0,0,1,4.8
5456,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.7
5457,3,5,2,1000,0.375,0.286,0.286,0.286,0,0,1,3.3
5458,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.9
5459,3,3,0,1000,0.5,0.4,0.4,0.4,0,0,0,2.2
5460,3,4,1,1000,0.667,0.6,0.6,0.6,0,0,0,3.8
5462,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.6
5463,3,4,1,1000,0.714,0.714,0.714,0.714,1,1,0,3.6
5464,4,2,2,1000,0.571,0.5,0.5,0.5,0,0,1,5.0
5466,3,4,1,1000,0.286,0.167,0.167,0.167,0,0,1,4.5
5467,3,3,0,1000,0.333,0.333,0.333,0.333,1,1,0,3.8
5468,3,2,1,1000,0.5,0.4,0.4,0.4,0,0,0,3.8
5471,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.4
5474,4,3,1,1000,0.833,0.8,0.8,0.8,0,0,0,3.6
5476,4,4,0,1000,0.429,0.333,0.333,0.333,1,0,1,1.3
5477,4,3,1,1000,0.429,0.333,0.333,0.333,1,0,1,1.3
5478,3,5,2,1000,0.375,0.286,0.286,0.286,1,0,1,1.1
5480,5,5,0,1000,0.889,0.875,0.875,0.857,0,0,0,4.5
5483,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,3.6
5487,6,4,2,1000,0.4,0.333,0.333,0.375,0,0,1,2.9
5489,2,2,0,1000,0.8,0.75,0.75,0.75,0,0,0,5.0
5491,4,2,2,1000,0.429,0.333,0.333,0.333,0,0,1,4.8
5492,3,2,1,1000,0.833,0.8,0.8,0.8,0,0,0,2.9
5495,2,2,0,0.389,0.4,0.25,0.25,0.25,0,0,0,2.6
5496,2,3,1,1000,0.333,0.333,0.333,0.333,1,1,0,1.9
5497,2,2,0,1000,0.6,0.5,0.5,0.5,0,0,0,2.4
5500,3,3,0,1000,0.8,0.75,0.75,0.75,0,0,0,4.2
5501,4,3,1,1000,0.714,0.667,0.667,0.667,1,1,0,3.5
5502,3,3,0,1000,0.6,0.5,0.5,0.5,0,0,0,1.1
5503,4,3,1,1000,0.429,0.333,0.333,0.333,1,1,0,1.0
5504,3,2,1,1000,0.6,0.5,0.5,0.5,0,0,0,1.5
5505,3,3,0,0.285,0.4,0.25,0.25,0.25,0,0,0,1.0
5507,4,2,2,1000,0.571,0.5,0.5,0.5,0,0,1,4.9
5510,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.2
5512,2,3,1,1000,0.5,0.4,0.4,0.4,0,0,0,2.6
5513,3,4,1,1000,0.429,0.333,0.333,0.333,0,0,1,3.415
5514,3,3,0,1000,0.5,0.5,0.5,0.5,1,1,0,3.0
5518,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.6
5520,4,3,1,1000,0.333,0.25,0.25,0.25,0,0,1,3.2
5521,3,4,1,1000,0.333,0.25,0.25,0.25,0,0,1,3.0
5522,4,3,1,1000,0.667,0.6,0.6,0.6,0,0,1,3.5
5523,5,3,2,1000,0.4,0.333,0.333,0.333,0,0,1,2.7
5525,2,2,0,1000,0.8,0.75,0.75,0.75,0,0,0,4.5
5526,2,3,1,1000,0.667,0.667,0.667,0.667,1,1,0,3.4
5530,2,3,1,1000,0.667,0.6,0.6,0.6,0,0,0,3.2
5531,2,2,0,1000,0.6,0.5,0.5,0.5,0,0,0,2.9
5532,2,3,1,1000,0.5,0.5,0.5,0.5,1,1,0,3.5
5533,2,2,0,1000,0.8,0.75,0.75,0.75,0,0,0,3.7
5534,5,6,1,1000,0.75,0.714,0.714,0.714,0,0,0,4.15
5535,6,5,1,1000,0.889,0.875,0.875,0.875,0,0,0,3.2
5537,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.9
5538,3,5,2,1000,0.625,0.571,0.571,0.571,1,0,1,2.6
5545,5,5,0,1000,0.75,0.75,0.75,0.857,0,0,0,4.635
5546,5,6,1,1000,0.889,0.875,0.875,0.875,0,0,0,3.3
5548,4,6,2,1000,0.444,0.375,0.375,0.375,1,0,0,1.1
5549,5,5,0,1000,0.5,0.429,0.429,0.429,1,0,0,1.1
5552,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.6
5553,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,3.5
5554,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.3
5555,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.2
5556,4,3,1,0.632,0.286,0.167,0.167,0.167,0,0,0,1.0
5558,4,3,1,0.591,0.333,0.2,0.2,0.2,0,0,0,1.1
5560,4,3,1,0.627,0.286,0.167,0.167,0.167,0,0,0,1.1
5561,5,3,2,1000,0.571,0.5,0.5,0.5,0,0,1,4.8
5563,4,4,0,1000,0.833,0.833,0.833,0.833,0,0,0,4.1
5565,3,4,1,1000,0.333,0.333,0.333,0.333,0,0,1,3.7
5568,4,4,0,1000,0.429,0.5,0.5,0.5,1,1,1,3.3
5569,4,3,1,1000,0.5,0.5,0.5,0.5,0,0,1,4.4
5575,6,9,3,1000,0.286,0.231,0.231,0.231,1,2,1,2.7
5580,4,5,1,1000,0.75,0.714,0.714,0.714,1,0,0,3.8
5582,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.0
5584,4,4,0,0.586,0.429,0.333,0.333,0.333,0,0,0,2.2
5586,5,4,1,0.168,0.5,0.429,0.429,0.429,1,0,0,2.8
5587,4,4,0,1000,0.571,0.5,0.5,0.5,0,0,0,3.1
5591,3,4,1,1000,0.833,0.8,0.8,0.8,0,0,0,3.7
5593,3,4,1,1000,0.667,0.6,0.6,0.6,0,0,0,2.5
5595,3,3,0,1000,0.8,0.75,0.75,0.75,0,0,0,3.8
5602,3,2,1,1000,0.4,0.4,0.4,0.4,1,0,0,2.115
5603,2,2,0,1000,0.75,0.667,0.667,0.667,0,0,0,2.285
5604,3,2,1,1000,0.4,0.4,0.4,0.4,1,0,0,2.2
5607,2,3,1,1000,0.833,0.8,0.8,0.8,0,0,0,3.85
5608,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.9
5609,4,3,1,1000,0.714,0.667,0.667,0.667,0,0,0,4.1
5610,2,3,1,1000,0.5,0.4,0.4,0.4,0,0,0,1.3
5612,3,3,0,1000,0.5,0.4,0.4,0.4,0,0,0,1.0
5613,3,3,0,1000,0.5,0.4,0.4,0.4,0,0,0,1.1
5614,2,3,1,1000,0.5,0.4,0.4,0.4,0,0,0,1.1
5615,5,5,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.7
5617,8,8,0,1000,0.923,0.917,0.917,0.909,0,0,0,4.815
5618,8,8,0,1000,0.923,0.917,0.917,0.909,0,0,0,4.0
5619,8,5,3,1000,0.385,0.333,0.333,0.364,1,0,1,4.0
5620,8,5,3,1000,0.385,0.333,0.333,0.364,1,0,1,3.6
5621,8,5,3,1000,0.385,0.333,0.333,0.364,1,0,1,4.2
5623,8,5,3,1000,0.462,0.417,0.417,0.455,1,0,1,4.2
5624,4,6,2,1000,0.667,0.625,0.625,0.625,0,0,1,4.8
5627,5,6,1,1000,0.8,0.778,0.778,0.778,1,1,0,3.4
5632,4,5,1,1000,0.5,0.429,0.429,0.429,0,0,0,3.6
5633,5,3,2,1000,0.625,0.571,0.571,0.571,0,0,1,4.8
5634,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.0
5637,4,3,1,1000,0.714,0.667,0.667,0.667,0,0,0,4.2
5640,4,3,1,1000,0.375,0.286,0.286,0.286,0,0,0,2.5
5641,4,3,1,1000,0.5,0.429,0.429,0.429,0,0,0,4.4
5642,6,8,2,1000,0.727,0.7,0.7,0.7,0,0,1,5.0
5643,6,6,0,1000,0.889,0.875,0.875,0.875,0,0,0,3.7
5645,5,4,1,1000,0.875,0.857,0.857,0.857,0,0,0,3.5
5646,6,4,2,1000,0.667,0.625,0.625,0.625,1,0,1,4.5
5647,6,5,1,1000,0.556,0.5,0.5,0.5,1,0,1,3.7
5651,4,4,0,1000,0.667,0.6,0.6,0.6,0,0,0,4.0
5653,3,3,0,1000,0.8,0.75,0.75,0.75,0,0,0,4.7
5656,4,4,0,1000,0.5,0.4,0.4,0.4,0,0,1,1.7
5659,3,4,1,1000,0.5,0.4,0.4,0.4,0,0,1,1.4
5663,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,3.9
5664,4,5,1,1000,0.5,0.429,0.429,0.429,0,0,0,3.5
5668,3,4,1,1000,0.571,0.5,0.5,0.5,0,0,1,3.6
5671,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,4.5
5676,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,0,2.9
5677,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,5.0
5678,2,2,0,1000,0.8,0.75,0.75,0.75,0,0,0,4.7
5679,2,2,0,1000,0.8,0.75,0.75,0.75,0,0,0,3.465
5680,4,2,2,1000,0.571,0.5,0.5,0.5,0,0,1,5.0
5683,2,3,1,1000,0.5,0.5,0.5,0.5,1,1,0,2.8
5687,3,3,0,1000,0.8,0.8,0.8,0.8,0,0,0,4.3
5691,4,3,1,1000,0.429,0.5,0.5,0.5,0,0,1,1.2
5693,4,3,1,1000,0.571,0.667,0.667,0.667,0,0,1,2.2
5694,4,4,0,1000,0.571,0.667,0.667,0.667,0,0,1,1.4
5695,3,4,1,1000,0.571,0.667,0.667,0.667,0,0,1,1.9
5696,8,5,3,1000,0.7,0.667,0.667,0.667,0,0,1,5.0
5697,6,5,1,1000,0.8,0.778,0.778,0.778,1,1,0,4.0
5701,5,5,0,1000,0.556,0.556,0.556,0.556,0,0,0,3.8
5710,3,4,1,1000,0.571,0.5,0.5,0.5,1,1,0,3.7
5712,3,3,0,1000,0.8,0.75,0.75,0.75,0,0,0,4.1
5717,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,3.6
5718,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,0,4.5
5722,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,0,4.1
5725,4,2,2,1000,0.571,0.5,0.5,0.5,0,0,1,5.0
5728,2,3,1,1000,0.667,0.6,0.6,0.6,0,0,0,3.65
5732,2,2,0,1000,0.6,0.5,0.5,0.5,1,0,0,4.5
5733,2,2,0,1000,0.75,0.667,0.667,0.667,0,0,0,2.3
